timestamp,station_id,station_name,latitude,longitude,temperature,humidity,pressure,wind_speed,wind_direction,hour,day,month,day_of_week,day_of_year,time_period,temperature_rolling_mean_24h,temperature_rolling_std_24h,temperature_deviation_24h,temperature_zscore_24h,pressure_rolling_mean_24h,pressure_rolling_std_24h,pressure_deviation_24h,pressure_zscore_24h,humidity_rolling_mean_24h,humidity_rolling_std_24h,humidity_deviation_24h,humidity_zscore_24h,original_temperature,original_pressure,original_humidity,is_anomaly,fault_type,fault_severity
2025-01-01 12:00:00,42131,Hissar,29.1667,75.7333,11.2,90.0,1018.6,3.6,270.0,12,1,1,2,1,Afternoon,10.791666666666666,4.391822635376577,0.4083333333333332,0.09297582512649,1019.7416666666668,1.5951393973473535,-1.1416666666666515,-0.7157159233639347,84.66666666666667,14.079858814719138,5.333333333333329,0.37879167706979,11.2,1018.6,90.0,0,normal,none
2025-01-01 13:00:00,42131,Hissar,29.1667,75.7333,11.9,86.0,1017.9,7.2,313.0,13,1,1,2,1,Afternoon,10.823076923076922,4.206374893371933,1.0769230769230784,0.2560216586067987,1019.6538461538462,1.5597090458455034,-1.7538461538462116,-1.1244700789020996,85.07692307692308,13.561351570188585,0.9230769230769198,0.0680667349636511,11.9,1017.9,86.0,0,normal,none
2025-01-01 14:00:00,42131,Hissar,29.1667,75.7333,10.4,90.0,1019.2,6.5,322.0,14,1,1,2,1,Afternoon,10.9,4.051590380996654,-0.5,-0.1234083293180799,1019.5285714285714,1.5701193347241875,-0.3285714285713084,-0.2092652585728627,85.14285714285714,13.031660516763615,4.857142857142861,0.3727186455551653,10.4,1019.2,90.0,0,normal,none
2025-01-01 15:00:00,42131,Hissar,29.1667,75.7333,9.2,89.0,1019.9,1.8,320.0,15,1,1,2,1,Afternoon,10.866666666666667,3.90634404648692,-1.666666666666668,-0.4266563945296999,1019.5066666666668,1.5153814544136903,0.3933333333333166,0.2595606091045238,85.46666666666667,12.620089804223529,3.5333333333333314,0.2799768771970894,9.2,1019.9,89.0,0,normal,none
2025-01-01 16:00:00,42131,Hissar,29.1667,75.7333,9.3,92.0,1019.7,5.8,334.0,16,1,1,2,1,Afternoon,10.7625,3.7968188438919928,-1.4624999999999986,-0.3851908821914818,1019.53125,1.4672962663802191,0.1687500000000454,0.115007448643175,85.6875,12.22412232704936,6.3125,0.5163969920385852,9.3,1019.7,92.0,0,normal,none
2025-01-01 17:00:00,42131,Hissar,29.1667,75.7333,8.8,93.0,1019.7,5.8,341.0,17,1,1,2,1,Evening,10.676470588235292,3.693326652857269,-1.8764705882352928,-0.5080705728488972,1019.5411764705884,1.4212929076765857,0.1588235294117339,0.1117458115451837,86.05882352941177,11.934564237097714,6.941176470588232,0.5816028413515172,8.8,1019.7,93.0,0,normal,none
2025-01-01 18:00:00,42131,Hissar,29.1667,75.7333,7.8,92.0,1020.8,0.0,0.0,18,1,1,2,1,Evening,10.572222222222225,3.610247760042084,-2.772222222222223,-0.7678758928694432,1019.55,1.379364730165133,1.2499999999998863,0.9062142685424764,86.44444444444444,11.693247031675623,5.555555555555557,0.4751080294896886,7.8,1020.8,92.0,0,normal,none
2025-01-01 19:00:00,42131,Hissar,29.1667,75.7333,7.4,98.0,1018.8,4.3,9.0,19,1,1,2,1,Evening,10.426315789473684,3.565707364023014,-3.026315789473683,-0.8487280307992628,1019.6157894736842,1.3708323334929446,-0.8157894736842763,-0.5951052172847475,86.73684210526316,11.435044115268145,11.263157894736835,0.9849684689627208,7.4,1018.8,98.0,0,normal,none
2025-01-01 20:00:00,42131,Hissar,29.1667,75.7333,6.7,100.0,1018.4,4.0,328.0,20,1,1,2,1,Evening,10.275,3.535961865714826,-3.575,-1.011040315412814,1019.575,1.346682082593716,-1.1750000000000682,-0.8725147643882012,87.3,11.41144393280618,12.700000000000005,1.1129178809256048,6.7,1018.4,100.0,0,normal,none
2025-01-01 21:00:00,42131,Hissar,29.1667,75.7333,7.2,94.0,1020.4,0.0,0.0,21,1,1,2,1,Night,10.104761904761906,3.5336208328676397,-2.904761904761906,-0.8220355386586864,1019.5190476190476,1.3373926303143158,0.8809523809522943,0.6587088645353547,87.9047619047619,11.462568481386542,6.095238095238102,0.5317515097192952,7.2,1020.4,94.0,0,normal,none
2025-01-01 22:00:00,42131,Hissar,29.1667,75.7333,7.0,100.0,1017.8,6.8,297.0,22,1,1,2,1,Night,9.972727272727273,3.5036282986942626,-2.9727272727272727,-0.8484710760656754,1019.5590909090909,1.3186064400430262,-1.7590909090909008,-1.3340530242166129,88.18181818181819,11.261550107445723,11.818181818181811,1.0494276281173818,7.0,1017.8,100.0,0,normal,none
2025-01-01 23:00:00,42131,Hissar,29.1667,75.7333,7.0,99.0,1017.7,6.5,268.0,23,1,1,2,1,Night,9.843478260869563,3.478744037587615,-2.843478260869565,-0.8173864561881983,1019.482608695652,1.3394884280992725,-1.7826086956520155,-1.3308130613577072,88.69565217391305,11.27521329211154,10.304347826086952,0.913893827028192,7.0,1017.7,99.0,0,normal,none
2025-01-02 00:00:00,42131,Hissar,29.1667,75.7333,6.2,97.0,1019.9,0.0,0.0,0,2,1,3,2,Night,9.725,3.4514332246688224,-3.5249999999999995,-1.0213148482217085,1019.4083333333332,1.3596408306629328,0.4916666666666742,0.3616151086216995,89.125,11.226182517358406,7.875,0.7014851208612845,6.2,1019.9,97.0,0,normal,none
2025-01-02 01:00:00,42131,Hissar,29.1667,75.7333,7.0,99.0,1018.3,7.6,263.0,1,2,1,3,2,Night,9.758333333333333,3.4114789176832234,-2.758333333333333,-0.8085447396540121,1019.375,1.3362016249835498,-1.0750000000000457,-0.8045193030006081,89.125,11.226182517358406,9.875,0.8796400721911345,7.0,1018.3,99.0,0,normal,none
2025-01-02 02:00:00,42131,Hissar,29.1667,75.7333,7.2,99.0,1018.9,7.9,287.0,2,2,1,3,2,Night,9.795833333333333,3.374260520168977,-2.5958333333333323,-0.7693043610051004,1019.325,1.353658488817548,-0.4249999999999545,-0.3139639750430715,89.16666666666667,11.2623523169072,9.833333333333329,0.8731154075664451,7.2,1018.9,99.0,0,normal,none
2025-01-02 03:00:00,42131,Hissar,29.1667,75.7333,8.2,100.0,1020.6,3.6,320.0,3,2,1,3,2,Night,9.841666666666669,3.329044342132447,-1.6416666666666675,-0.4931345148785505,1019.2875,1.3523932088354802,1.3125,0.9705017678476576,89.375,11.401039235621196,10.625,0.931932587934918,8.2,1020.6,100.0,0,normal,none
2025-01-02 04:00:00,42131,Hissar,29.1667,75.7333,9.4,98.0,1020.4,8.6,296.0,4,2,1,3,2,Night,9.85,3.324480999049848,-0.4499999999999993,-0.1353594741942009,1019.25,1.2998327651629955,1.1499999999999773,0.8847291981101664,89.5,11.504252521870187,8.5,0.7388572168283905,9.4,1020.4,98.0,0,normal,none
2025-01-02 05:00:00,42131,Hissar,29.1667,75.7333,11.0,89.0,1021.1,7.9,300.0,5,2,1,3,2,Morning,9.925,3.2916561181265576,1.0749999999999993,0.3265833250563957,1019.2333333333336,1.2815298828274293,1.8666666666665608,1.45659238358777,89.58333333333333,11.56048993495656,-0.5833333333333286,-0.050459222456433,11.0,1021.1,89.0,0,normal,none
2025-01-02 06:00:00,42131,Hissar,29.1667,75.7333,10.0,92.0,1022.3,0.0,0.0,6,2,1,3,2,Morning,9.975,3.2987810660513874,0.0250000000000003,0.0075785568970556,1019.2375,1.2876714744401776,3.0624999999998863,2.378324021918188,89.375,11.522426148508227,2.625,0.2278166044344619,10.0,1022.3,92.0,0,normal,none
2025-01-02 07:00:00,42131,Hissar,29.1667,75.7333,16.1,71.0,1019.5,7.2,287.0,7,2,1,3,2,Morning,9.975,3.2987810660513874,6.125000000000002,1.8567464397786104,1019.2458333333332,1.3074965015055473,0.2541666666667197,0.1943918521954388,89.375,11.522426148508227,-18.375,-1.5947162310412335,16.1,1019.5,71.0,0,normal,none
2025-01-02 08:00:00,42131,Hissar,29.1667,75.7333,17.4,65.0,1018.4,7.9,288.0,8,2,1,3,2,Morning,10.025,3.3846520596979226,7.374999999999998,2.1789536619779497,1019.2375,1.3051111896659495,-0.837500000000091,-0.6417077768021081,89.33333333333333,11.589600535812709,-24.33333333333333,-2.099583437594899,17.4,1018.4,65.0,0,normal,none
2025-01-02 09:00:00,42131,Hissar,29.1667,75.7333,13.4,79.0,1018.9,3.6,290.0,9,2,1,3,2,Morning,10.070833333333336,3.4794401307090204,3.3291666666666657,0.9568110217744332,1019.2375,1.3051111896659495,-0.3375000000000909,-0.2585986563232792,89.33333333333333,11.589600535812709,-10.333333333333329,-0.891603925553998,13.4,1018.9,79.0,0,normal,none
2025-01-02 10:00:00,42131,Hissar,29.1667,75.7333,18.0,61.0,1017.3,6.8,294.0,10,2,1,3,2,Morning,10.1375,3.5289871068055767,7.862499999999999,2.2279764028713323,1019.2291666666666,1.3066649105282355,-1.9291666666666745,-1.476405045488506,89.25,11.659107281807456,-28.25,-2.422998546730976,18.0,1017.3,61.0,0,normal,none
2025-01-02 11:00:00,42131,Hissar,29.1667,75.7333,17.1,70.0,1017.2,4.7,308.0,11,2,1,3,2,Morning,10.175,3.610040346637115,6.925000000000001,1.9182611093116704,1019.2333333333336,1.3000557401650932,-2.0333333333334167,-1.5640355028740576,89.16666666666667,11.86029791643813,-19.16666666666667,-1.6160358535431107,17.1,1017.2,70.0,0,normal,none
2025-01-02 12:00:00,42131,Hissar,29.1667,75.7333,13.6,86.0,1018.1,0.0,0.0,12,2,1,3,2,Afternoon,10.204166666666667,3.6649312428056207,3.395833333333332,0.9265749091471944,1019.2374999999998,1.293062593057736,-1.137499999999818,-0.8796944603508673,89.29166666666667,11.630092775683885,-3.2916666666666714,-0.2830301296949982,13.6,1018.1,86.0,0,normal,none
2025-01-02 13:00:00,42131,Hissar,29.1667,75.7333,13.2,84.0,1017.6,6.1,347.0,13,2,1,3,2,Afternoon,10.304166666666664,3.725526419373411,2.895833333333334,0.7772950738651259,1019.2166666666668,1.3077250963165774,-1.6166666666666742,-1.2362435126620124,89.125,11.648147828135034,-5.125,-0.4399841138366249,13.2,1017.6,84.0,0,normal,none
2025-01-02 14:00:00,42131,Hissar,29.1667,75.7333,12.5,85.0,1018.1,5.8,339.0,14,2,1,3,2,Afternoon,10.358333333333334,3.759037419186004,2.1416666666666657,0.5697380546774207,1019.2041666666664,1.3222113120160268,-1.104166666666515,-0.8350909242963209,89.04166666666667,11.678591214424072,-4.041666666666671,-0.3460748469108896,12.5,1018.1,85.0,0,normal,none
2025-01-02 15:00:00,42131,Hissar,29.1667,75.7333,10.0,92.0,1019.5,0.0,0.0,15,2,1,3,2,Afternoon,10.445833333333336,3.7844049749587776,-0.4458333333333346,-0.1178080401763003,1019.1583333333334,1.34128966707957,0.3416666666665833,0.2547299625520148,88.83333333333333,11.705318994099354,3.1666666666666714,0.2705322826539786,10.0,1019.5,92.0,0,normal,none
2025-01-02 16:00:00,42131,Hissar,29.1667,75.7333,10.4,89.0,1019.0,1.4,266.0,16,2,1,3,2,Afternoon,10.479166666666666,3.7764693848213233,-0.0791666666666657,-0.0209631427133656,1019.1416666666668,1.3341392491909558,-0.1416666666667652,-0.1061858173745163,88.95833333333333,11.723180925606014,0.0416666666666714,0.0035542116880293,10.4,1019.0,89.0,0,normal,none
2025-01-02 17:00:00,42131,Hissar,29.1667,75.7333,9.9,92.0,1018.9,2.2,254.0,17,2,1,3,2,Evening,10.525,3.768202200796415,-0.625,-0.1658615877534133,1019.1125,1.329044279041177,-0.2125000000000909,-0.1598893305145533,88.83333333333333,11.705318994099354,3.1666666666666714,0.2705322826539786,9.9,1018.9,92.0,0,normal,none
2025-01-02 18:00:00,42131,Hissar,29.1667,75.7333,7.8,92.0,1019.9,0.0,0.0,18,2,1,3,2,Evening,10.570833333333333,3.752967424952368,-2.770833333333333,-0.7383046585778718,1019.0791666666664,1.3236902194627511,0.8208333333334394,0.620109842366738,88.79166666666667,11.691614113530692,3.2083333333333286,0.2744132078068098,7.8,1019.9,92.0,0,normal,none
2025-01-02 19:00:00,42131,Hissar,29.1667,75.7333,8.6,95.0,1018.4,4.0,236.0,19,2,1,3,2,Evening,10.570833333333336,3.752967424952368,-1.970833333333335,-0.525140005274186,1019.0416666666666,1.285002678618945,-0.6416666666666515,-0.4993504506592017,88.79166666666667,11.691614113530692,6.208333333333329,0.5310073761456454,8.6,1018.4,95.0,0,normal,none
2025-01-02 20:00:00,42131,Hissar,29.1667,75.7333,8.4,96.0,1018.1,2.2,227.0,20,2,1,3,2,Evening,10.620833333333334,3.7167048480524008,-2.220833333333333,-0.597527493875947,1019.025,1.2908541156249902,-0.9249999999999544,-0.7165798123919674,88.66666666666667,11.604596790352804,7.333333333333329,0.6319334885835685,8.4,1018.1,96.0,0,normal,none
2025-01-02 21:00:00,42131,Hissar,29.1667,75.7333,8.2,97.0,1017.7,2.2,354.0,21,2,1,3,2,Night,10.691666666666665,3.6544096848776446,-2.4916666666666654,-0.6818246670529198,1019.0125,1.2985987431273984,-1.3124999999998863,-1.0107048131272711,88.5,11.46260460575283,8.5,0.7415417605640899,8.2,1017.7,97.0,0,normal,none
2025-01-02 22:00:00,42131,Hissar,29.1667,75.7333,7.3,100.0,1017.8,4.3,348.0,22,2,1,3,2,Night,10.733333333333334,3.618391026849972,-3.4333333333333345,-0.9488563584909888,1018.9,1.290096053046761,-1.1000000000001364,-0.8526496902322247,88.625,11.541277527055732,11.375,0.9855927971001532,7.3,1017.8,100.0,0,normal,none
2025-01-02 23:00:00,42131,Hissar,29.1667,75.7333,6.9,100.0,1017.9,2.5,3.0,23,2,1,3,2,Night,10.745833333333332,3.605428174134186,-3.845833333333331,-1.0666786710449103,1018.9,1.290096053046761,-1.0000000000001137,-0.7751360820292872,88.625,11.541277527055732,11.375,0.9855927971001532,6.9,1017.9,100.0,0,normal,none
2025-01-03 00:00:00,42131,Hissar,29.1667,75.7333,6.2,97.0,1019.1,0.0,0.0,0,3,1,4,3,Night,10.741666666666667,3.610000200730653,-4.541666666666667,-1.2580793390946206,1018.9083333333332,1.282632031229578,0.1916666666667197,0.1494323095010975,88.66666666666667,11.58209512723116,8.333333333333329,0.7195013718839582,6.2,1019.1,97.0,0,normal,none
2025-01-03 01:00:00,42131,Hissar,29.1667,75.7333,6.9,100.0,1018.5,4.0,57.0,1,3,1,4,3,Night,10.741666666666667,3.610000200730653,-3.841666666666667,-1.0641735327020552,1018.875,1.2660276801699095,-0.375,-0.2962020545630348,88.66666666666667,11.58209512723116,11.333333333333329,0.9785218657621834,6.9,1018.5,100.0,0,normal,none
2025-01-03 02:00:00,42131,Hissar,29.1667,75.7333,7.1,98.0,1019.0,4.3,74.0,2,3,1,4,3,Night,10.7375,3.614561432293837,-3.6374999999999993,-1.006346155165941,1018.8833333333332,1.2627322572988575,0.1166666666666742,0.0923922438761791,88.70833333333333,11.622613515364614,9.291666666666671,0.79944727185357,7.1,1019.0,98.0,0,normal,none
2025-01-03 03:00:00,42131,Hissar,29.1667,75.7333,6.8,97.0,1020.9,0.0,0.0,3,3,1,4,3,Night,10.733333333333334,3.6188716313317824,-3.9333333333333353,-1.0868949589919072,1018.8875,1.2629546103585698,2.012500000000045,1.5934856118294465,88.66666666666667,11.58584843928018,8.333333333333329,0.7192682846670375,6.8,1020.9,97.0,0,normal,none
2025-01-03 04:00:00,42131,Hissar,29.1667,75.7333,9.9,95.0,1019.9,3.6,70.0,4,3,1,4,3,Night,10.675,3.67237039905101,-0.7749999999999986,-0.2110353574901565,1018.9,1.2819821609014046,1.0,0.7800420555749906,88.54166666666667,11.473899176776852,6.458333333333329,0.5628717172628623,9.9,1019.9,95.0,0,normal,none
2025-01-03 05:00:00,42131,Hissar,29.1667,75.7333,12.0,86.0,1020.3,3.2,58.0,5,3,1,4,3,Morning,10.695833333333333,3.666235976022826,1.3041666666666671,0.3557236018619406,1018.8791666666666,1.260427521213241,1.4208333333333485,1.1272630194282864,88.41666666666667,11.382353491896689,-2.4166666666666714,-0.2123169578582445,12.0,1020.3,86.0,0,normal,none
2025-01-03 06:00:00,42131,Hissar,29.1667,75.7333,9.8,97.0,1021.5,0.0,0.0,6,3,1,4,3,Morning,10.7375,3.675513865286462,-0.9374999999999982,-0.2550663755765566,1018.8458333333332,1.2086568782227722,2.654166666666697,2.1959637300616075,88.29166666666667,11.392137512400788,8.708333333333329,0.7644161004775414,9.8,1021.5,97.0,0,normal,none
2025-01-03 07:00:00,42131,Hissar,29.1667,75.7333,16.4,76.0,1019.1,3.6,50.0,7,3,1,4,3,Morning,10.729166666666666,3.6774848643517513,5.6708333333333325,1.5420412435424011,1018.8125,1.1167937414175582,0.2875000000000227,0.2574333910889363,88.5,11.50803122209423,-12.5,-1.0861979567800697,16.4,1019.1,76.0,0,normal,none
2025-01-03 08:00:00,42131,Hissar,29.1667,75.7333,18.5,63.0,1017.8,4.3,46.0,8,3,1,4,3,Morning,10.741666666666667,3.6969925105669854,7.758333333333333,2.0985526238308454,1018.7958333333336,1.1090454833133911,-0.9958333333335077,-0.897919290341772,88.70833333333333,11.219079892004888,-25.70833333333333,-2.291483221512131,18.5,1017.8,63.0,0,normal,none
2025-01-03 09:00:00,42131,Hissar,29.1667,75.7333,14.0,87.0,1018.5,3.6,90.0,9,3,1,4,3,Morning,10.7875,3.7888064542578666,3.2125000000000004,0.8478923478368202,1018.7708333333334,1.1250040257576308,-0.2708333333333712,-0.240739879264858,88.625,11.408663755920417,-1.625,-0.1424356116338972,14.0,1018.5,87.0,0,normal,none
2025-01-03 10:00:00,42131,Hissar,29.1667,75.7333,19.8,61.0,1016.1,5.8,50.0,10,3,1,4,3,Morning,10.8125,3.8087213990592894,8.9875,2.359715783417451,1018.7541666666668,1.125969791341825,-2.654166666666697,-2.3572272427519665,88.95833333333333,11.2307000310936,-27.95833333333333,-2.4894559783385883,19.8,1016.1,61.0,0,normal,none
2025-01-03 11:00:00,42131,Hissar,29.1667,75.7333,18.9,75.0,1016.1,3.2,40.0,11,3,1,4,3,Morning,10.8875,3.970687433638179,8.012499999999998,2.017912548875314,1018.7041666666664,1.2163663516593692,-2.604166666666515,-2.1409394160845587,88.95833333333333,11.2307000310936,-13.958333333333329,-1.242872954908237,18.9,1016.1,75.0,0,normal,none
2025-01-03 12:00:00,42131,Hissar,29.1667,75.7333,13.4,91.0,1017.9,0.0,0.0,12,3,1,4,3,Afternoon,10.9625,4.107767033316273,2.4375,0.5933880817072926,1018.6583333333334,1.2937699098796465,-0.7583333333334394,-0.5861423484520395,89.16666666666667,10.905390237487335,1.8333333333333288,0.1681125840899517,13.4,1017.9,91.0,0,normal,none
2025-01-03 13:00:00,42131,Hissar,29.1667,75.7333,14.2,81.0,1016.4,3.2,46.0,13,3,1,4,3,Afternoon,10.954166666666666,4.102383100278331,3.2458333333333336,0.7912067824950615,1018.65,1.2981592318757331,-2.25,-1.7332234326515827,89.375,10.89001337484706,-8.375,-0.7690532336116271,14.2,1016.4,81.0,0,normal,none
2025-01-03 14:00:00,42131,Hissar,29.1667,75.7333,12.8,85.0,1016.6,3.2,52.0,14,3,1,4,3,Afternoon,10.995833333333332,4.13116250263632,1.804166666666669,0.436721301937489,1018.6,1.361904037990744,-2.0,-1.4685322491228214,89.25,10.9713064498897,-4.25,-0.3873741034772324,12.8,1016.6,85.0,0,normal,none
2025-01-03 15:00:00,42131,Hissar,29.1667,75.7333,10.4,92.0,1019.1,0.0,0.0,15,3,1,4,3,Afternoon,11.008333333333333,4.136362260927247,-0.6083333333333325,-0.147069645973649,1018.5375,1.4190665946317762,0.5625000000001137,0.3963873169363647,89.25,10.9713064498897,2.75,0.2506538316617386,10.4,1019.1,92.0,0,normal,none
2025-01-03 16:00:00,42131,Hissar,29.1667,75.7333,10.3,92.0,1017.4,4.3,116.0,16,3,1,4,3,Afternoon,11.025,4.132927165644432,-0.7249999999999979,-0.1754204637397599,1018.5208333333334,1.409588026977005,-1.120833333333394,-0.795149584050545,89.25,10.9713064498897,2.75,0.2506538316617386,10.3,1017.4,92.0,0,normal,none
2025-01-03 17:00:00,42131,Hissar,29.1667,75.7333,9.7,95.0,1017.3,4.3,126.0,17,3,1,4,3,Evening,11.020833333333334,4.133635011197418,-1.3208333333333346,-0.3195331299825428,1018.4541666666664,1.423705870535383,-1.1541666666665833,-0.8106777464031671,89.375,10.985415232301731,5.625,0.5120425474187028,9.7,1017.3,95.0,0,normal,none
2025-01-03 18:00:00,42131,Hissar,29.1667,75.7333,8.0,94.0,1019.8,0.0,0.0,18,3,1,4,3,Evening,11.0125,4.1361936398199415,-3.012500000000001,-0.7283266361125063,1018.3875,1.439297080854511,1.4125000000000227,0.9813818278304444,89.5,11.03354568734741,4.5,0.4078471352287345,8.0,1019.8,94.0,0,normal,none
2025-01-03 19:00:00,42131,Hissar,29.1667,75.7333,8.8,97.0,1016.8,4.3,122.0,19,3,1,4,3,Evening,11.020833333333334,4.129636173748992,-2.220833333333333,-0.5377794168528901,1018.3833333333332,1.4348660493962282,-1.5833333333333712,-1.1034711804628845,89.58333333333333,11.06076759136295,7.416666666666671,0.6705381525653015,8.8,1016.8,97.0,0,normal,none
2025-01-03 20:00:00,42131,Hissar,29.1667,75.7333,8.5,96.0,1016.6,4.7,115.0,20,3,1,4,3,Evening,11.029166666666669,4.124737584977681,-2.529166666666667,-0.6131703204290879,1018.3166666666668,1.470778163353286,-1.716666666666697,-1.1671825904409676,89.66666666666667,11.110772941713767,6.333333333333329,0.5700173486180927,8.5,1016.6,96.0,0,normal,none
2025-01-03 21:00:00,42131,Hissar,29.1667,75.7333,7.2,97.0,1019.6,0.0,0.0,21,3,1,4,3,Night,11.033333333333331,4.12201582878494,-3.833333333333333,-0.9299656994435408,1018.2541666666666,1.511687558777289,1.3458333333334167,0.8902853804141766,89.66666666666667,11.110772941713767,7.333333333333329,0.660020087873581,7.2,1019.6,97.0,0,normal,none
2025-01-03 22:00:00,42131,Hissar,29.1667,75.7333,8.1,94.0,1015.0,4.3,109.0,22,3,1,4,3,Night,10.991666666666664,4.1568086281442485,-2.8916666666666657,-0.695645848858241,1018.3333333333334,1.5310316688476011,-3.3333333333333712,-2.1771811786508324,89.66666666666667,11.110772941713767,4.333333333333329,0.3900118701071159,8.1,1015.0,94.0,0,normal,none
2025-01-03 23:00:00,42131,Hissar,29.1667,75.7333,6.8,100.0,1014.5,4.7,89.0,23,3,1,4,3,Night,11.025,4.129032942890894,-4.2250000000000005,-1.0232420177887749,1018.2166666666668,1.673493265640657,-3.716666666666697,-2.22090327040776,89.41666666666667,10.934256765527904,10.583333333333329,0.9679060552793198,6.8,1014.5,100.0,0,normal,none
2025-01-04 00:00:00,42131,Hissar,29.1667,75.7333,5.8,97.0,1019.3,0.0,0.0,0,4,1,5,4,Night,11.020833333333334,4.133424642516457,-5.220833333333334,-1.2630769361637268,1018.0750000000002,1.8373539575207092,1.2249999999997954,0.6667196568116832,89.41666666666667,10.934256765527904,7.583333333333329,0.6935389844914811,5.8,1019.3,97.0,0,normal,none
2025-01-04 01:00:00,42131,Hissar,29.1667,75.7333,6.9,99.0,1015.0,6.1,90.0,1,4,1,5,4,Night,11.004166666666668,4.154461108429016,-4.104166666666668,-0.9878938710822672,1018.0833333333334,1.8426508944561903,-3.0833333333333712,-1.673313888490709,89.41666666666667,10.934256765527904,9.583333333333329,0.8764503650167069,6.9,1015.0,99.0,0,normal,none
